NUM	SMOL RUNICODE	ALT DESCRIPTION	"LANG FAMILY
"	UNICODE	"HTML ENTITIES

"
0852	z	z-lower-case [SMOL RUNICON]	NewMorse (v3)	U+007A	
0853	Z	z-upper-case [SMOL RUNICON]	NewMorse (v3)	U+005A	
0854	u	u-lower-case [SMOL RUNICON]	NewMorse (v3)	U+0075	
0855	U	u-upper-case [SMOL RUNICON]	NewMorse (v3)	U+0055	
0856	i	i-lower-case [SMOL RUNICON]	NewMorse (v3)	U+006C	
0857	I	i-upper-case [SMOL RUNICON]	NewMorse (v3)	U+004C	
0858	o	o-lower-case [SMOL RUNICON]	NewMorse (v3)	U+006F	
0859	O	o-upper-case [SMOL RUNICON]	NewMorse (v3)	U+004F	
0860	p	p-lower-case [SMOL RUNICON]	NewMorse (v3)	U+0070	
0861	P	p-upper-case [SMOL RUNICON]	NewMorse (v3)	U+0050	
0862	ü	ue-lower-case [SMOL RUNICON]	NewMorse (v3)	U+00FC	"&#xfc;"
0863	Ü	ue-upper-case [SMOL RUNICON]	NewMorse (v3)	U+00DC	"&#xdc;"
0864	⁄	"⁄ fraction-slash-interrupt-traffic-sign; ALT-i [SMOL RUNICON]"	NewMorse (v3)	U+2044	"&#x2044;"
0865	s	s-lower-case [SMOL RUNICON]	NewMorse (v3)	U+0073	
0866	S	s-upper-case [SMOL RUNICON]	NewMorse (v3)	U+0053	
0867	d	d-lower-case [SMOL RUNICON]	NewMorse (v3)	U+0064	
0868	D	d-upper-case [SMOL RUNICON]	NewMorse (v3)	U+0044	
0869	f	f-lower-case [SMOL RUNICON]	NewMorse (v3)	U+0066	
0870	F	f-upper-case [SMOL RUNICON]	NewMorse (v3)	U+0046	
0871	g	g-lower-case [SMOL RUNICON]	NewMorse (v3)	U+0067	
0872	G	g-upper-case [SMOL RUNICON]	NewMorse (v3)	U+0047	
0873	h	h-lower-case [SMOL RUNICON]	NewMorse (v3)	U+0068	
0874	H	h-upper-case [SMOL RUNICON]	NewMorse (v3)	U+0048	
0875	j	j-lower-case [SMOL RUNICON]	NewMorse (v3)	U+006A	
0876	J	j-upper-case [SMOL RUNICON]	NewMorse (v3)	U+004A	
0877	k	k-lower-case [SMOL RUNICON]	NewMorse (v3)	U+006B	
0878	K	k-upper-case [SMOL RUNICON]	NewMorse (v3)	U+004B	
0879	l	l-lower-case [SMOL RUNICON]	NewMorse (v3)	U+006C	
0880	L	l-upper-case [SMOL RUNICON]	NewMorse (v3)	U+004C	
0881	ö	oe-lower-case [SMOL RUNICON]	NewMorse (v3)	U+00F6	"&#xf6;"
0882	Ö	oe-upper-case [SMOL RUNICON]	NewMorse (v3)	U+00D6	"&#xd6;"
0883	@	"@ masterspace-at-ac; ALT-l [SMOL RUNICON]"	NewMorse (v3)	U+0040	
0884	ı	"ı small dotless i; vertical-line-from-i-lower-case; ALT-SHIFT-j [SMOL RUNICON]"	NewMorse (v3)	U+0131	"&#x131;"
0885	x	x-lower-case [SMOL RUNICON]	NewMorse (v3)	U+0078	
0886	X	x-upper-case [SMOL RUNICON]	NewMorse (v3)	U+0058	
0887	y	y-lower-case [SMOL RUNICON]	NewMorse (v3)	U+0079	
0888	Y	y-upper-case [SMOL RUNICON]	NewMorse (v3)	U+0059	
0889	c	c-lower-case [SMOL RUNICON]	NewMorse (v3)	U+0063	
0890	C	c-upper-case [SMOL RUNICON]	NewMorse (v3)	U+0043	
0891	v	v-lower-case [SMOL RUNICON]	NewMorse (v3)	U+0076	
0892	V	v-upper-case [SMOL RUNICON]	NewMorse (v3)	U+0056	
0893	m	m-lower-case [SMOL RUNICON]	NewMorse (v3)	U+006D	
0894	M	m-upper-case [SMOL RUNICON]	NewMorse (v3)	U+004D	
0895	‡	"‡ request-to-send-by-a-station-kn-double-dagger; ALT-SHIFT-y [SMOL RUNICON]"	NewMorse (v3)	U+2021	"&#x2021;"
0896	◊	"◊ lozenge; hash-diamond-capital-sign-bk; ALTSHIFT-v [SMOL RUNICON]"	NewMorse (v3)	U+25CA	"&#x25ca;"
0897	√	"√ square root; validation-radical-traffic-sign, ALT-v [SMOL RUNICON]"	NewMorse (v3)	U+221A	"&#x221a;"
0898	,	, comma-mim-txt [SMOL RUNICON]	NewMorse (v3)	U+002C	
0899	.	. dot-aaa [SMOL RUNICON]	NewMorse (v3)	U+002E	
0900	";"	"; semicolon-nnn [SMOL RUNICON]"	NewMorse (v3)	U+003B	
0901	:	": colon; double-dot-mb [SMOL RUNICON]"	NewMorse (v3)	U+003A	
0902	∞	"∞ repeat-ii-infinity; ALT-comma [SMOL RUNICON]"	NewMorse (v3)	U+221E	"&#x221e;"
0903	—	"— em dash; pause-traffic-sign; ALT-SHIFT-minus [SMOL RUNICON]"	NewMorse (v3)	U+2014	"&#x2014;"
0904	…	"… horizontal ellipsis; wait-as-horizontal-ellipse, ALT-dot [SMOL RUNICON]"	NewMorse (v3)	U+2026	"&#x2026;"
0905	_	"_ low-line-uk; SHIFT-minus [SMOL RUNICON]"	NewMorse (v3)	U+005F	
0906	-	"- hyphen minus; en-dash-from-inverted-minus-tht; KEY-minus [SMOL RUNICON]"	NewMorse (v3)	U+002D	
0907	–	"– en dash; en-dash-from-inverted-minus-tht; ALT-minus [SMOL RUNICON]"	NewMorse (v3)	U+2013	"&#x2013;"
0908	""""	„“ open-and-close-quotation-press-SHIFT-2-twice [SMOL RUNICON]	NewMorse (v3)	U+0022	"&#0022;"
0909	«	"« LEFT-POINTING DOUBLE ANGLE; quote-double-open-ALT-q [SMOL RUNICON]"	NewMorse (v3)	U+00AB	"&#xab;"
0910	»	"» LEFT-POINTING DOUBLE ANGLE; quote-double-close-ALT-SHIFT-q [SMOL RUNICON]"	NewMorse (v3)	U+00BB	"&#xbb;"
0911	#y	"¥ Yen Currency U+00A5; y-with-preceded-hash-number-sign [SMOL RUNICON]"	NewMorse (v3)	U+0023, U+0079	
0912	ª<	"≤ Smaller equal U+2264; smaller-than-with-preceded-KEY-alt-h-female-ordinal-indicator-grammar-sign [SMOL RUNICON]"	NewMorse (v3)	U+00AA, U+003C	
0913	º>	"≥ Bigger equal U+2265; bigger-than-with-preceded-KEY-alt-j-male-ordinal-indicator-grammar-sign [SMOL RUNICON]"	NewMorse (v3)	U+00BA, U+003E	
0914	ªx	≈ Almost equal to or double tilde U+2248, x-with-preceded-KEY-alt-h [SMOL RUNICON]	NewMorse (v3)	U+00AA , U+0078	
0915	ªn	"~ Tilde U+007E; n-with-preceded-KEY-alt-h [SMOL RUNICON]"	NewMorse (v3)	U+00AA, U+006E	
0916	ªc	ç Small c with cedilla U+00E7, lower-c-with-preceded-KEY-alt-h [SMOL RUNICON]	NewMorse (v3)	U+00AA, U+0063	
0917	ºC	Ç Big C with cedilla U+00C7, upper-c-with-preceded-KEY-alt-j [SMOL RUNICON]	NewMorse (v3)	U+00BA, U+0043	
0918	<«	"‹ U+2039: SINGLE LEFT-POINTING U+003C_ANGLE +ALT-Q; open QUOTATION MARK"	NewMorse (v3)	U+003C, U+00AB	
0919	>»	"› U+203A: SINGLE Right-POINTING ANGLE U+003E_ALT-SHIFT-Q; end QUOTATION MARk"	NewMorse (v3)	U+003E, U+00BB	
0920	ªm	"µ micro sign ALT-m U+00B5; lower-m-with-preceded-KEY-alt-h"	NewMorse (v3)	U+00AA, U+006D	
0921	º.	"÷ Division sign U+00F7 ALT-SHIFT-full-stop; full-stop—with-preceded-KEY-alt-j "	NewMorse (v3)	U+00BA, U+002E	
0922	ªa	"å U+00E5 Small letter a with ring above ALT-a; small-a-with-preceded-KEY-alt-h"	NewMorse (v3)	U+00AA, U+0061	
0923	ºA	"Å U+00C5 Big letter a with ring above ALT-SHIFT-a; upper-a-with-preceded-Key-alt-j"	NewMorse (v3)	U+00BA, U+0041	
0924	ªb	"∫ integral ALT-b U+222B; small-a-with-preceded-KEY-ALT-h"	NewMorse (v3)	U+00AA, U+0062	
0925	ªf	"ƒ small letter F with Hook ALT-f U+0192; small-f-with-preceded-KEY-ALT-h"	NewMorse (v3)	U+00AA, U+0066 	
0926	ªd	"∂ PARTIAL DIFFERENTIAL ALT-d U+2202; small-d-with-preceded-KEY-ALT-h"	NewMorse (v3)	U+00AA, U+0064	
0927	ºx	"Ù ALT-SHIFT-x U+00D9 CAPITAL LETTER U WITH GRAVE; small-x-with-preceded-KEY-ALT-j "	NewMorse (v3)	U+00BA, U+0078	
0928	ºh	Ó ALT-SHIFT-h U+00D3 CAPITAL LETTER O WITH ACUTE, small-h-with-preceded-KEY-ALT-j	NewMorse (v3)	U+00BA, U+0068	
0929	ºd	™ ALT-SHIFT-d U+2122 TRADE MARK SIGN, small-d-with-preceded-KEY-ALT-j	NewMorse (v3)	U+00BA, U+0064	
0930	ºs	"Í ALT-SHIFT-s U+00CD CAPITAL LETTER I WITH ACUTE; small-s-with-preceded-KEY-ALT-j"	NewMorse (v3)	U+00BA, U+0073	
0931	ºf	"Ï ALT-SHIFT-f U+00CF CAPITAL LETTER I WITH DIAERESIS; small-f-with-preceded-KEY-ALT-j"	NewMorse (v3)	U+00BA, U+0066	
0932	ºg	"Ì ALT-SHIFT-g U+00CC CAPITAL LETTER I WITH GRAVE; small-g-with-preceded-KEY-ALT-j"	NewMorse (v3)	U+00BA, U+0067	
0933	ªg	"© ALT-g U+00A9 Copyright sign; small-g-with-preceded-KEY-ALT-h"	NewMorse (v3)	U+00AA, U+0067	
0934	ªk	"∆ ALT-k U+2206 INCREMENT; small-k-with-preceded-KEY-ALT-h"	NewMorse (v3)	U+00AA, U+006B	
0935	ºk	"ˆ ALT-SHIFT-k U+02C6 MODIFIER LETTER CIRCUMFLEX ACCENT; small-k-with-preceded-KEY-ALT-j"	NewMorse (v3)	U+00BA, U+006B	
0936	ºl	"ﬂ ALT-SHIFT-l U+FB02 SMALL LIGATURE fl; small-l-with-preceded-KEY-ALT-j"	NewMorse (v3)	U+00BA, U+006C	
0937	ªö	"SMALL LIGATURE œ U+0153 ALT-ö; small-o-diaeresis-with-preceded-KEY-ALT-h"	NewMorse (v3)	U+00AA, U+00F6	
0938	ºÖ	"BIG LIGATURE Œ U+0152 ALT-SHIFT-ö; upper-O-diaeresis-with-preceded-KEY-ALT-j"	NewMorse (v3)	U+00BA, U+00D6	
0939	ªä	"SMALL LIGATURE æ U+00E6 ALT-ä; small-a-diaeresis-with-preceded-KEY-ALT-h"	NewMorse (v3)	U+00AA, U+00E4	
0940	ºÄ	"BIG LIGATURE Æ U+00C6 ALT-SHIFT-ä; upper-A-diaeresis-with-preceded-KEY-ALT-j"	NewMorse (v3)	U+00BA, U+00C4	
0941	'‘	"‘ SHIFT # U+0027 (apostrophe) or ‚ ALT # U+2018;  LEFT & RIGHT SINGLE QUOTATION MARK"	NewMorse (v3)	U+0027, U+2018	
0942	«	„“ SHIFT-2 or « ALT-q LEFT U+00AB DOUBLE QUOTATION MARK	NewMorse (v3)	U+0022	
0943	»	„“ SHIFT-2 or » ALT-SHIFT-q U+00BB RIGHT DOUBLE QUOTATION MARK	NewMorse (v3)	U+0022	
0944	‡5	"SMALL LIGATURE fi ALT-SHIFT-5 U+FB01; digit 5 with preceded double dagger ALT-SHIFT-y"	NewMorse (v3)	U+2021, U+0035	
0945	#S	"$ Dollar currency U+0024; upper-s-with-preceded-hash-number-sign"	NewMorse (v3)	U+0023, U+0053	
0946	#c	"¢ cent sign U+00A2; small-c-with-preceded-hash-number-sign"	NewMorse (v3)	U+0023, U+0063	
0947	#L	"£ Pound currency U+00A3; upper-l-with-preceded-hash-number-sign"	NewMorse (v3)	U+0023, U+004C	
0948	‡8	"˜ small tilde high U+02DC ALT-SHIFT-8; digit 8 with preceded double dagger ALT-SHIFT-y"	NewMorse (v3)	U+0038, U+0035	
0949	‡0	"¯ macron U+00AF ALT-SHIFT-0; digit 0 with preceded double dagger ALT-SHIFT-y"	NewMorse (v3)	U+0038, U+0030	
0950	°	"° ring above or degree sign SHIFT-^ U+00B0; SHIFT-^"	NewMorse (v3)	U+00B0	
0951	/,	"´ ACUTE ACCENT U+00B4; / solidus SHIFT-digit-7 then , comma"	NewMorse (v3)	U+002F, U+002C	
0952	\,	"` GRAVE ACCENT U+0060 SHIFT-ACUTE-ACCENT; reverse solidus \ ALT-SHIFT-7 then , comma"	NewMorse (v3)	U+005C, U+002C	
0953	‘'	"‚' left single low quote U+201A / apostrophe U+0027;  press ALT-ACUTE-ACCENT twice"	NewMorse (v3)	U+201A, U+0027	
0954	«	« ALT-q U+00AB LEFT-POINTING DOUBLE ANGLE QUOTATION MARK	NewMorse (v3)	U+00AB	
0955	»	» ALT-SHIFT-q U+00BB right-POINTING DOUBLE ANGLE QUOTATION MARK	NewMorse (v3)	U+00BB	
0956	ªw	∑ ALT-w U+2211 N-ARY SUMMATION, small-w-with-preceded-KEY-ALT-h	NewMorse (v3)	U+00AA, U+0077	
0957	«	DOUBLE LOW-9 QUOTATION MARK / LEFT-POINTING DOUBLE ANGLE QUOTATION MARK U+00AB	NewMorse (v3)	U+00AB	
0958	#E	"€ ALT-e U+20AC Euro currency; upper-e-with-preceded-hash-number-sign"	NewMorse (v3)	U+0023, U+0045	
0959	ªr	"® U+00AE registered mark; small-r-with-preceded-KEY-ALT-h"	NewMorse (v3)	U+00AA, U+0072	
0960	,	SINGLE LOW-9 QUOTATION MARK SAME AS COMMA	NewMorse (v3)	U+002C	
0961	ºc	"˘ U+02D8 breve; small-c-with-preceded-KEY-ALT-j"	NewMorse (v3)	U+00BA, U+0063	
0962	º,	"˛ U+02DB ogonek; comma-with-preceded-KEY-ALT-j"	NewMorse (v3)	U+00BA, U+002C	
0963	ºr	"¸ U+00B8 cedilla; small-r-with-preceded-KEY-ALT-j"	NewMorse (v3)	U+00BA, U+0072	
0964	ºt	"˝ U+02DD DOUBLE ACUTE ACCENT; small-t-with-preceded-KEY-ALT-j"	NewMorse (v3)	U+00BA, U+0074	
0965	ªz	"Ω U+03A9 GREEK CAPITAL LETTER OMEGA; small-z-with-preceded-KEY-ALT-h"	NewMorse (v3)	U+00AA, U+007A	
0966	ˇ	"ˇ ALT-SHIFT-z U+02C7 Caron; ALT-SHIFT-z"	NewMorse (v3)	U+02C7	
0967	ªu	"¨ U+00A8 DIAERESIS; small-u-with-preceded-KEY-ALT-h"	NewMorse (v3)	U+00AA, U+0075	
0968	ºu	"Á CAPITAL LETTER A WITH ACUTE U+00C1; small-u-with-preceded-KEY-ALT-j"	NewMorse (v3)	U+00BA, U+0075	
0969	⁄	⁄  ALT-i FRACTION SLASH U+2044	NewMorse (v3)	U+2044	
0970	ºi	"Û CAPITAL LETTER U WITH CIRCUMFLEX U+00DB; small-i-with-preceded-KEY-ALT-j"	NewMorse (v3)	U+00BA, U+0069	
0971	ª+	"± PLUS-MINUS SIGN U+00B1; plus-sign-with-preceded-KEY-ALT-h"	NewMorse (v3)	U+00AA, U+002B	
0972	ªü	"• bullet U+2022; small-u-diaeresis-with-preceded-KEY-ALT-h"	NewMorse (v3)	U+00AA, U+00FC	
0973	ªo	"ø ALT-o U+00F8 SMALL LETTER ø WITH STROKE; small-o-with-preceded-KEY-ALT-h"	NewMorse (v3)	U+00AA, U+006F	
0974	ºO	"Ø ALT-SHIFT-o U+00D8 CAPITAL LETTER Ø WITH STROKE; upper-o-with-preceded-KEY-ALT-j"	NewMorse (v3)	U+00BA, U+004F	
0975	#p	"π ALT-p U+03C0 SMALL LETTER phi; small-p-with-preceded-hash-number-sign"	NewMorse (v3)	U+0023, U+0070	
0976	#P	"∏ ALT-SHIFT-p U+220F N-ARY PRODUCT; upper-p-with-preceded-hash-number-sign"	NewMorse (v3)	U+0023, U+0050	
0977	#0	"∅ U+2205 EMPTY SET; digit-0-with-preceded-hash-number-sign"	NewMorse (v3)	U+0023, U+0030	
0978	.	ONE DOT LEADER DOT (DIT) [character set]	NewMorse+		"&#2024;"
0979	∣	DIVIDES DASH (DAH) [character set]	NewMorse+		"&#2223;"
0980	_	LOW LINE LOW BAR (DOH) [character set]	NewMorse+		"&#005F;"
0981	¯	MACRON HIGH BAR (DOH) [character set]	NewMorse+		"&#00AF;"
0982	:	COLON TWO DOTS [character set]	NewMorse+		"&#003A;"
0983	∶	RATIO TWO DOTS [character set]	NewMorse+		"&#2236;"
0984	∣	VERTICLE LINE DASH (DAH) [character set]	NewMorse+		"&#007C;"
0985	¦	BROKEN BAR TWO DASHES [character set]	NewMorse+		"&#00A6;"
0986	∷	PROPORTION FOUR DOTS [character set]	NewMorse+		"&#2237;"
0987	⋮	VERTICLE ELLIPSIS THREE DOTS [character set]	NewMorse+		"&#22EE;"
0988	⋱	DOWN RIGHT DIAGONAL ELLIPSIS PAUSE TRAFFIC SIGN [character set]	NewMorse+		"&#22F1;"
0989	⋯	MIDLINE HORIZONTAL ELLIPSIS WAIT TRAFFIC SIGN [character set]	NewMorse+		"&#22EF;"
0990	!	EXCLAMATION MARK DASH AND DOT [character set]	NewMorse+		"&#0021;"
0991	¡	INVERTED EXCLAMATION MARK DOT AND DASH [character set]	NewMorse+		"&#00A1;"
0992	‼︎	DOUBLE EXCLAMATION MARK DASH AND DOT IN TWO ROWS [character set]	NewMorse+		"&#203C;"
0993	⋰	UP RIGHT DIAGONAL ELLIPSIS PAUSE (PARAGRAPH) [character set]	NewMorse+		"&#22F0;"
0994	−	MINUS SIGN DASH (DOH) [character set]	NewMorse+		"&#2212;"
0995	-	HYPHEN-MINUS DASH (DOH) [character set]	NewMorse+		"&#002D;"
0996	ˉ	MODIFIER LETTER MACRON DASH ABOVE (DOH) [character set]	NewMorse+		"&#02C9;"
0997	⦙	DOTTED FENCE FOUR DOTS (DIT) [character set]	NewMorse+		"&#2999;"
0998	⦀	TRIPLE VERTICAL BAR DELIMITER THREE DASHES (DAH) [character set]	NewMorse+		"&#2980;"
0999	=	EQUAL SIGN AS DIGRAM TWO DASHES (DOH) [character set]	NewMorse+		"&#2999;"
1000	≡	IDENTICAL TO AS TRIGRAM THREE DASHES (DOH) [character set]	NewMorse+		"&#2261;"
1001	⫶	TRIPLE COLON OPERATOR THREE DOTS (DIT) [character set]	NewMorse+		"&#2999;"
1002	.	FULL STOP DOT (DIT) [character set]	NewMorse+		"&#002E;"
1003	¨	DIAERESIS PAIR OF DOTS (DIT) [character set]	NewMorse+		"&#00A8;"
1004	¡¡.	ˇ accent-circumflex-inverted-end-a-message-ar	NewMorse+		"<u>&#00A1;&#00A1;&#2024;</u>"
1005	‼︎∣	^ accent-circumflex-inverted-start-a-message-ka	NewMorse+		"<u>&#203C;&#2223;</u>"
1006	¡¡.	& ampersand-same-as-plus	NewMorse+		"&#00A1;&#00A1;&#2024;"
1007	¡¡.	> end-a-message-ar-bigger-than	NewMorse+		"&#00A1;&#00A1;&#2024;"
1008	¡¡.	+ plus-addition-same-as-end-message	NewMorse+		"&#00A1;&#00A1;&#2024;"
1009	‼︎∣	< start-a-message-ka-smaller-than	NewMorse+		"&#203C;&#2223;"
1010	∣¦¦	° degree-from-inverted-numeric-0-tot	NewMorse+		"<u>&#2223;&#00A6;&#00A6;</u>"
1011	¡¦∣	1-amt	NewMorse+		"&#00A1;&#00A6;&#2223;"
1012	:¦∣	2-um	NewMorse+		"&#2236;&#00A6;&#2223;"
1013	:¡∣	3-sm	NewMorse+		"&#2236;&#00A1;&#2223;"
1014	::∣	4-set	NewMorse+		"&#2236;&#2236;&#2223;"
1015	::.	5-is	NewMorse+		"&#2236;&#2236;&#2024;"
1016	∣::	6-nie	NewMorse+		"&#2223;&#2236;&#2236;"
1017	∣!:	7-mit	NewMorse+		"&#2223;&#0021;&#2236;"
1018	∣¦:	8-tz	NewMorse+		"&#2223;&#00A6;&#2236;"
1019	¦¦.	9-on	NewMorse+		"&#00A6;&#00A6;&#2024;"
1020	∣¦¦	0-tot	NewMorse+		"&#2223;&#00A6;&#00A6;"
1021	∣⋮∣	! exclamation-mark-interrupt-bt-inverted	NewMorse+		"<u>&#2223;&#22EE;&#2223;</u>"
1022	∣⋮∣	¡ interrupt-bt	NewMorse+		"&#2223;&#22EE;&#2223;"
1023	¯::_	- minus-negation-tht	NewMorse+		"&#00AF;&#2236;&#2236;&#005F;"
1024	!¦.¯::_	¬ minus-negation-tht	NewMorse+		"&#0021;&#00A6;&#2024; &#00AF;&#2236;&#2236;&#005F;"
1025	¡¡:	§ paragraph	NewMorse+		"&#00A1;&#00A1;&#2236;"
1026	⋱	¶ pilcrow-sign-pause-inverted	NewMorse+		"<u>&#22F1;</u>"
1027	!:!∣	# hash-number-sign-bk	NewMorse+		"&#0021;&#2236;&#0021;&#2223;"
1028	⋮!	% percent-roger	NewMorse+		"&#22ee;&#0021;"
1029	_¡!	[ square-bracket-open	NewMorse+		"&#005F;&#00A1;&#0021;"
1030	-.¦¡	] square-bracket-close	NewMorse+		"&#002D;&#2024;&#00A6;&#00A1;"
1031	!¡.	/ slash-normal-xe	NewMorse+		"&#0021;&#00A1;&#2024;"
1032	!¡.	\ slash-reverse-xe	NewMorse+		"<u> &#0021;&#00A1;&#2024; </u>"
1033	..	| vertical-line-from-i-upper-case	NewMorse+		"<u>&#2024;&#2024;</u>"
1034	∣¡!	( bracket-open	NewMorse+		"&#2223;&#00A1;&#0021;"
1035	∣¡!	{ curly-bracket-open	NewMorse+		"<u>&#2223;&#00A1;&#0021;</u>"
1036	!¦¡	} curly-bracket-close	NewMorse+		"<u>&#0021;&#00A6;&#00A1;</u>"
1037	!¦¡	) bracket-close	NewMorse+		"&#0021;&#00A6;&#00A1;"
1038	⋮⋮∶	˙ errancy-hh	NewMorse+		"&#22EE;&#22EE;&#2236;"
1039	⋮⋮∶	· errancy-inverted-hh	NewMorse+		"<u>&#22EE;&#22EE;&#2236;</u>"
1040	-⋮∣	 = equal-sign-interrupt	NewMorse+		"&#002D;&#22EE;&#2223;"
1041	-⋮∣	≠ unequal-sign-interrupt	NewMorse+		"<u>&#002D;&#22EE;&#2223;</u>"
1042	⋮¦∶	ß sz-sharp-s	NewMorse+		"&#22EE;&#00A6;&#003A;"
1043	∶¦∶	? question-mark-normal	NewMorse+		"&#003A;&#00A6;&#003A;"
1044	∶¦∶	¿ question-mark-reverse-imi	NewMorse+		"<u>&#003A;&#00A6;&#003A;</u>"
1045	¡¦!	apostrophe-quote-low	NewMorse+		"&#00A1;&#00A6;&#0021;"
1046	¡¦!	apostrophe-quote-high	NewMorse+		"<u>&#00A1;&#00A6;&#0021;</u>"
1047	¡	a-lower-case	NewMorse+		"&#00A1;"
1048	¡	A-upper-case	NewMorse+		"<u>&#00A1;</u>"
1049	¡¡	ä or ae-lower-case	NewMorse+		"&#00A1;&#00A1;"
1050	¡¡	Ä or ae-upper-case	NewMorse+		"<u>&#00A1;&#00A1;</u>"
1051	¦¦¦	ª alt-6-dah-traffic-sign-alpha	NewMorse+		"&#00A6;&#00A6;&#00A6;"
1052	⋮⋮⋮	º alt-shift-9-dit-traffic-sign-omega	NewMorse+		"&#22EE;&#22EE;&#22EE;"
1053	-:-	* asterisk-from-x-lower-case	NewMorse+		"&#002D;&#003A;&#002D;"
1054	!:	b-lower-case	NewMorse+		"&#0021;&#003A;"
1055	!:	B-upper-case	NewMorse+		"<u>&#0021;&#003A;</u>"
1056	!	n-lower-case	NewMorse+		"&#0021;"
1057	!	N-upper-case	NewMorse+		"<u>&#0021;</u>"
1058	¦¡	q-lower-case	NewMorse+		"&#00A6;&#00A1;"
1059	¦¡	Q-upper-case	NewMorse+		"<u>&#00A6;&#00A1;</u>"
1060	¡∣	w-lower-case	NewMorse+		"&#00A1;&#2223;"
1061	¡∣	W-upper-case	NewMorse+		"<u>&#00A1;&#2223;</u>"
1062	.	e-lower-case	NewMorse+		"&#2024;"
1063	.	E-upper-case	NewMorse+		"<u>&#2024;</u>"
1064	⋮!	‰ promille-roger	NewMorse+		"&#22EE;&#0021;"
1065	¡.	r-lower-case	NewMorse+		"&#00A1;&#2024;"
1066	¡.	R-upper-case	NewMorse+		"<u>&#00A1;&#2024;</u>"
1067	∣	t-lower-case	NewMorse+		"&#2223;"
1068	∣	T-upper-case	NewMorse+		"<u>&#2223;</u>"
1069	!¯	† request-to-send-k-dagger	NewMorse+		"&#0021;&#00AF;"
1070	¦:	z-lower-case	NewMorse+		"&#00A6;&#003A;"
1071	¦:	Z-upper-case	NewMorse+		"<u>&#00A6;&#003A;</u>"
1072	:∣	u-lower-case	NewMorse+		"&#003A;&#2223;"
1073	:∣	U-upper-case	NewMorse+		"<u>&#003A;&#2223;</u>"
1074	:	i-lower-case	NewMorse+		"&#003A;"
1075	:	i-upper-case	NewMorse+		"<u>&#003A;</u>"
1076	¦∣	o-lower-case	NewMorse+		"&#00A6;&#2223;"
1077	¦∣	O-upper-case	NewMorse+		"<u>&#00A6;&#2223;</u>"
1078	¡!	p-lower-case	NewMorse+		"&#00A1;&#0021;"
1079	¡!	P-upper-case	NewMorse+		"<u>&#00A1;&#0021;</u>"
1080	:∣-	ü or ue-lower-case	NewMorse+		"&#003A;&#2223;&#002D;"
1081	:∣-	Ü or ue-upper-case	NewMorse+		"<u>&#003A;&#2223;&#002D;</u>"
1082	∣⋮¯	⁄ division-slash-interrupt	NewMorse+		"&#2223;&#22EE;&#00AF;"
1083	:.	s-lower-case	NewMorse+		"&#003A;&#2024;"
1084	:.	S-upper-case	NewMorse+		"<u>&#003A;&#2024;</u>"
1085	!.	d-lower-case	NewMorse+		"&#0021;&#2024;"
1086	!.	D-upper-case	NewMorse+		"<u>&#0021;&#2024;</u>"
1087	:!	f-lower-case	NewMorse+		"&#003A;&#0021;"
1088	:!	F-upper-case	NewMorse+		"<u>&#003A;&#0021;</u>"
1089	∣!	g-lower-case	NewMorse+		"&#2223;&#0021;"
1090	∣!	G-upper-case	NewMorse+		"<u>&#2223;&#0021;</u>"
1091	∷	h-lower-case	NewMorse+		"&#2237;"
1092	∷	H-upper-case	NewMorse+		"<u>&#2237;</u>"
1093	¡¦	j-lower-case	NewMorse+		"&#00A1;&#00A6;"
1094	¡¦	J-upper-case	NewMorse+		"<u>&#00A1;&#00A6;</u>"
1095	!∣	k-lower-case	NewMorse+		"&#0021;&#2223;"
1096	!∣	K-upper-case	NewMorse+		"<u>&#0021;&#2223;</u>"
1097	¡:	l-lower-case	NewMorse+		"&#00A1;&#003A;"
1098	¡:	L-upper-case	NewMorse+		"<u>&#00A1;&#003A;</u>"
1099	¦!	ö or oe-lower-case	NewMorse+		"&#00A6;&#0021;"
1100	¦!	Ö or oe-upper-case	NewMorse+		"<u>&#00A6;&#0021;</u>"
1101	¡‼︎	@ masterspace-at-ac	NewMorse+		"&#00A1;&#203C;"
1102	¨	ı vertical-line-from-i-lower-case	NewMorse+		"&#008A;"
1103	!¡	x-lower-case	NewMorse+		"&#0021;&#00A1;"
1104	!¡	X-upper-case	NewMorse+		"<u>&#0021;&#00A1;</u>"
1105	!¦	y-lower-case	NewMorse+		"&#0021;&#00A6;"
1106	!¦	Y-upper-case	NewMorse+		"<u>&#0021;&#00A6;</u>"
1107	‼︎	c-lower-case	NewMorse+		"&#203C;"
1108	‼︎	C-upper-case	NewMorse+		"<u>&#203C;</u>"
1109	:¡	v-lower-case	NewMorse+		"&#003A;&#00A1;"
1110	:¡	V-upper-case	NewMorse+		"<u>&#003A;&#00A1;</u>"
1111	∣∣	m-lower-case	NewMorse+		"&#2223;&#2223;"
1112	∣∣	M-Upper-case	NewMorse+		"<u>&#2223;&#2223;</u>"
1113	!¦.	‡ request-to-send-by-a-station-kn-double-dagger	NewMorse+		"&#0021;&#00A6;&#2024;"
1114	!:!∣	◊ hash-diamond-capital-sign-bk	NewMorse+		"&#0021;&#003A;&#0021;&#2223;"
1115	⋮!_	√ validation-radical-traffic-sign	NewMorse+		"&#22EE;&#0021;&#005F;"
